"","ccode","country","year","month","time","ins","reb","dpc","erv","ic","notes","coder","insnotes","dpcnotes","rebnotes","ervnotes","icnotes"
"19377",652,"Syria",2005,9,"2005m9",0,0,0,0,1,"","Levey & Skantz","","","","",""
"19378",652,"Syria",2005,10,"2005m10",0,0,0,0,1,"","Levey & Skantz","","","","",""
"19379",652,"Syria",2005,11,"2005m11",0,0,0,0,1,"","Levey & Skantz","","","","",""
"19380",652,"Syria",2005,12,"2005m12",0,0,0,0,1,"","Levey & Skantz","","","","",""
"18886",640,"Turkey",2005,1,"2005m1",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18887",640,"Turkey",2005,2,"2005m2",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18888",640,"Turkey",2005,3,"2005m3",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18889",640,"Turkey",2005,4,"2005m4",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18890",640,"Turkey",2005,5,"2005m5",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18891",640,"Turkey",2005,6,"2005m6",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18892",640,"Turkey",2005,7,"2005m7",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18893",640,"Turkey",2005,8,"2005m8",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18894",640,"Turkey",2005,9,"2005m9",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18895",640,"Turkey",2005,10,"2005m10",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18896",640,"Turkey",2005,11,"2005m11",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18897",640,"Turkey",2005,12,"2005m12",0,1,0,0,0,"","Levey & Skantz","","","","",""
"19208",651,"Egypt",2005,1,"2005m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19209",651,"Egypt",2005,2,"2005m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19210",651,"Egypt",2005,3,"2005m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19211",651,"Egypt",2005,4,"2005m4",0,0,1,0,0,"DPC - Muslim brotherhood protests and crackdown. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2005.pdf","Bentley & Leonard","","","","",""
"19212",651,"Egypt",2005,5,"2005m5",0,0,1,0,0,"^DPC - Bombings by islamic opposition groups. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2005.pdf","Bentley & Leonard","","","","",""
"19213",651,"Egypt",2005,6,"2005m6",0,0,1,0,0,"DPC - 3,000 MB members jailed over preceeding months. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2005.pdf","Bentley & Leonard","","","","",""
"19214",651,"Egypt",2005,7,"2005m7",0,0,1,0,0,"DPC - Bombing.  Protests by islamic opposition groups (Kathia). http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2005.pdf , cirsiswatch","Bentley & Leonard","","","","",""
"19215",651,"Egypt",2005,8,"2005m8",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19216",651,"Egypt",2005,9,"2005m9",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19217",651,"Egypt",2005,10,"2005m10",0,0,1,1,0,"ERV - riot outside of a church (crisis watch)","Bentley & Leonard","","","","",""
